"","Paradigm","Mouse","Behavior","E.phy","YokedTo","Conflict","APA","Tube","Slice","Punch","notes.mouse","photos","notes.slice","notes.punch","Date","time","Slice.collector","Punch.Collector","SliceSize","Punchsize","location","RNAisolationdate","RNAisolator","location.1","best.location","samples","jobnumber","RNAseqID"
"271","Training + Training","15-143C","Good","Yes","15-143D","NoConflict","Trained","KX",1,"CA1","trained","","","","7/10/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"272","Training + Training","15-143C","Good","Yes","15-143D","NoConflict","Trained","KY ",2,"CA1","trained","","","","7/10/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"JA16268","143C_CA1_S"
"273","Training + Training","15-143C","Good","Yes","15-143D","NoConflict","Trained","LA",3,"CA1","trained","","","","7/10/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"JA16268","143C_CA1_D"
"274","Training + Training","15-143C","Good","Yes","15-143D","NoConflict","Trained","LB",4,"CA1","trained","","","","7/10/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"JA16268","143C_CA1_D"
"275","Training + Training","15-143C","Good","Yes","15-143D","NoConflict","Trained","LC",4,"CA3","trained","","","","7/10/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"276","Training + Training","15-143C","Good","Yes","15-143D","NoConflict","Trained","LD",2,"CA3","trained","","","","7/10/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"277","Training + Training","15-143C","Good","Yes","15-143D","NoConflict","Trained","LE",1,"CA3","trained","","","","7/10/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"278","Training + Training","15-143C","Good","Yes","15-143D","NoConflict","Trained","LF",1,"DG","trained","","","","7/10/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"JA16268","143C_DG_S"
"279","Training + Training","15-143C","Good","Yes","15-143D","NoConflict","Trained","LG",2,"DG","trained","","","","7/10/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"JA16268","143C_DG_D"
"280","Training + Training","15-143C","Good","Yes","15-143D","NoConflict","Trained","LH",4,"DG","trained","","","","7/10/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"JA16268","143C_DG_D"
"281","Training + Training","15-143C","Good","Yes","15-143D","NoConflict","Trained","LJ",2,"CA2","trained","","","","7/10/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"282","Training + Training","15-143C","Good","Yes","15-143D","NoConflict","Trained","LK",1,"CA2","trained","","","","7/10/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"283","Training + Training","15-143C","Good","Yes","15-143D","NoConflict","Trained","LL",1,"CA4","trained","","","","7/10/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"284","Training + Training","15-143C","Good","Yes","15-143D","NoConflict","Trained","LM",2,"CA4","trained","","","","7/10/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"285","Training + Training","15-144C","Good","Yes","15-144D","NoConflict","Trained","NG",1,"CA1","trained","","","","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"286","Training + Training","15-144C","Good","Yes","15-144D","NoConflict","Trained","NH",2,"CA1","trained","","","","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"287","Training + Training","15-144C","Good","Yes","15-144D","NoConflict","Trained","NI",3,"CA1","trained","","","","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"288","Training + Training","15-144C","Good","Yes","15-144D","NoConflict","Trained","NJ",1,"CA3","trained","","","no visual confirmation of punch","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"289","Training + Training","15-144C","Good","Yes","15-144D","NoConflict","Trained","NK",2,"CA3","trained","","","","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"290","Training + Training","15-144C","Good","Yes","15-144D","NoConflict","Trained","NL",3,"CA3","trained","","","","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"291","Training + Training","15-144C","Good","Yes","15-144D","NoConflict","Trained","NM",1,"DG","trained","","","","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"292","Training + Training","15-144C","Good","Yes","15-144D","NoConflict","Trained","NN",2,"DG","trained","","","","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"293","Training + Training","15-144C","Good","Yes","15-144D","NoConflict","Trained","NO",3,"DG","trained","","","","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"294","Training + Training","15-144C","Good","Yes","15-144D","NoConflict","Trained","NP",1,"CA4","trained","","","no visual confirmation of punch","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"295","Training + Training","15-144C","Good","Yes","15-144D","NoConflict","Trained","NQ",2,"CA4","trained","","","","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"296","Training + Training","15-144C","Good","Yes","15-144D","NoConflict","Trained","NR",3,"CA4","trained","","","","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"297","Training + Training","15-144C","Good","Yes","15-144D","NoConflict","Trained","NS",1,"CA2","trained","","","no visual confirmation of punch","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"298","Training + Training","15-144C","Good","Yes","15-144D","NoConflict","Trained","NT",2,"CA2","trained","","","","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"299","Training + Training","15-144C","Good","Yes","15-144D","NoConflict","Trained","NU",3,"CA2","trained","","","","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"300","Training + Training","15-145C","Bad","Yes","15-145D","NoConflict","Trained","PC",1,"CA3","trained","slice photos","","photos","7/22/15","","MK","RMH","300",250,"Centered on cell layer","","","72",NA,NA,"",""
"301","Training + Training","15-145C","Bad","Yes","15-145D","NoConflict","Trained","PD",2,"CA3","trained","slice photos","","photos","7/22/15","","MK","RMH","300",250,"Centered on cell layer","","","74",NA,NA,"",""
"302","Training + Training","15-145C","Bad","Yes","15-145D","NoConflict","Trained","PE",3,"CA3","trained","slice photos","","cell layer not very clear","7/22/15","","MK","RMH","300",250,"Centered on cell layer","","","75",75,33,"",""
"303","Training + Training","15-145C","Bad","Yes","15-145D","NoConflict","Trained","PF",4,"CA3","trained","slice photos","","cell layer not very clear","7/22/15","","MK","RMH","300",250,"Centered on cell layer","","","70",NA,NA,"",""
"304","Training + Training","15-145C","Bad","Yes","15-145D","NoConflict","Trained","PG",1,"CA4","trained","slice photos","","photos","7/22/15","","MK","RMH","300",250,"Centered on cell layer","","","72",NA,NA,"",""
"305","Training + Training","15-145C","Bad","Yes","15-145D","NoConflict","Trained","PH",2,"CA4","trained","slice photos","","photos","7/22/15","","MK","RMH","300",250,"Centered on cell layer","","","74",NA,NA,"",""
"306","Training + Training","15-145C","Bad","Yes","15-145D","NoConflict","Trained","PI",3,"CA4","trained","slice photos","","photos","7/22/15","","MK","RMH","300",250,"Centered on cell layer","","","75",75,34,"",""
"307","Training + Training","15-145C","Bad","Yes","15-145D","NoConflict","Trained","PJ",4,"CA4","trained","slice photos","","no visual confirmation","7/22/15","","MK","RMH","300",250,"Centered on cell layer","","","70",NA,NA,"",""
"308","Training + Training","15-145C","Bad","Yes","15-145D","NoConflict","Trained","PL",1,"CA1","trained","slice photos","","photos","7/22/15","","MK","RMH","300",250,"Centered on cell layer","","","72",NA,NA,"",""
"309","Training + Training","15-145C","Bad","Yes","15-145D","NoConflict","Trained","PM",2,"CA1","trained","slice photos","","photos","7/22/15","","MK","RMH","300",250,"Centered on cell layer","","","74",NA,NA,"",""
"310","Training + Training","15-145C","Bad","Yes","15-145D","NoConflict","Trained","PN",3,"CA1","trained","slice photos","","no well defined","7/22/15","","MK","RMH","300",250,"Centered on cell layer","","","75",75,31,"",""
"311","Training + Training","15-145C","Bad","Yes","15-145D","NoConflict","Trained","PO",4,"CA1","trained","slice photos","","no visual confirmation","7/22/15","","MK","RMH","300",250,"Centered on cell layer","","","70",NA,NA,"",""
"312","Training + Training","15-145C","Bad","Yes","15-145D","NoConflict","Trained","PP",1,"DG","trained","slice photos","","photos","7/22/15","","MK","RMH","300",250,"Centered on cell layer","","","72",NA,NA,"",""
"313","Training + Training","15-145C","Bad","Yes","15-145D","NoConflict","Trained","PR",3,"DG","trained","slice photos","","no visual confirmation","7/22/15","","MK","RMH","300",250,"Centered on cell layer","","","75",75,35,"",""
"314","Training + Training","15-145C","Bad","Yes","15-145D","NoConflict","Trained","PS",4,"DG","trained","slice photos","","photos","7/22/15","","MK","RMH","300",250,"Centered on cell layer","","","70",NA,NA,"",""
"315","Training + Training","15-145C","Bad","Yes","15-145D","NoConflict","Trained","PT",1,"CA2","trained","slice photos","","photos","7/22/15","","MK","RMH","300",250,"Centered on cell layer","","","72",NA,NA,"",""
"316","Training + Training","15-145C","Bad","Yes","15-145D","NoConflict","Trained","PU",2,"CA2","trained","slice photos","","photos","7/22/15","","MK","RMH","300",250,"Centered on cell layer","","","74",NA,NA,"",""
"317","Training + Training","15-145C","Bad","Yes","15-145D","NoConflict","Trained","PV",3,"CA2","trained","slice photos","","photos","7/22/15","","MK","RMH","300",250,"Centered on cell layer","","","75",75,32,"",""
"318","Training + Training","15-145C","Bad","Yes","15-145D","NoConflict","Trained","PX",4,"CA2","trained","slice photos","","may have floating random tissue","7/22/15","","MK","RMH","300",250,"Centered on cell layer","","","70",NA,NA,"",""
"319","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","RX",1,"CA1","trained","slice photos","","","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","70",NA,NA,"",""
"320","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","RZ",2,"CA1","trained","slice photos","","","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","72",NA,NA,"",""
"321","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","SA",3,"CA1","trained","slice photos","","","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","76",NA,NA,"",""
"322","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","SB",4,"CA1","trained","slice photos","","","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","74",74,1,"",""
"323","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","SC",1,"CA3","trained","slice photos","","no visual","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","70",NA,NA,"",""
"324","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","SD",2,"CA3","trained","slice photos","","","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","72",NA,NA,"",""
"325","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","SE",3,"CA3","trained","slice photos","","","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","76",NA,NA,"",""
"326","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","SF",4,"CA3","trained","slice photos","","","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","74",74,3,"",""
"327","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","SG",1,"CA2","trained","slice photos","","","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","70",NA,NA,"",""
"328","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","SH",2,"CA2","trained","slice photos","","","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","72",NA,NA,"",""
"329","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","SI",3,"CA2","trained","slice photos","","","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","76",NA,NA,"",""
"330","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","SJ",4,"CA2","trained","slice photos","","","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","74",74,2,"",""
"331","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","SK",1,"CA4","trained","slice photos","","","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","70",NA,NA,"",""
"332","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","SL",2,"CA4","trained","slice photos","","","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","72",NA,NA,"",""
"333","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","SM",3,"CA4","trained","slice photos","","","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","76",NA,NA,"",""
"334","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","SN",4,"CA4","trained","slice photos","","no visual","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","74",74,4,"",""
"335","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","SO",1,"DG","trained","slice photos","","no visual","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","70",NA,NA,"",""
"336","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","SP",2,"DG","trained","slice photos","","","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","72",NA,NA,"",""
"337","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","SQ",3,"DG","trained","slice photos","","","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","76",NA,NA,"",""
"338","Training + Training","15-146C","Good","Yes","15-146D","NoConflict","Trained","SR",4,"DG","trained","slice photos","","no visual","7/24/15","10:45","MK","RMH","300",250,"Centered on cell layer","","","74",74,5,"",""
"339","Training + Training","15-147C","Good","Yes","15-147D","NoConflict","Trained","XC",1,"DG","trained","slice photos","","","7/29/15","11:21","MK","RMH","300",500,"Centered on cell layer","","","68",NA,NA,"",""
"340","Training + Training","15-147C","Good","Yes","15-147D","NoConflict","Trained","XD",2,"DG","trained","slice photos","","no visual confirmation","7/29/15","11:21","MK","RMH","300",500,"Centered on cell layer","","","78",NA,NA,"",""
"341","Training + Training","15-147C","Good","Yes","15-147D","NoConflict","Trained","XE",3,"DG","trained","slice photos","","","7/29/15","11:21","MK","RMH","300",500,"Centered on cell layer","","","75",75,70,"",""
"342","Training + Training","15-147C","Good","Yes","15-147D","NoConflict","Trained","XF",4,"DG","trained","slice photos","","no visual confirmation","7/29/15","11:21","MK","RMH","300",500,"Centered on cell layer","","","72",NA,NA,"",""
"343","Training + Training","15-147C","Good","Yes","15-147D","NoConflict","Trained","XG",1,"CA3","trained","slice photos","","","7/29/15","11:21","MK","RMH","300",500,"Centered on cell layer","","","68",NA,NA,"",""
"344","Training + Training","15-147C","Good","Yes","15-147D","NoConflict","Trained","XH",2,"CA3","trained","slice photos","","","7/29/15","11:21","MK","RMH","300",500,"Centered on cell layer","","","78",NA,NA,"",""
"345","Training + Training","15-147C","Good","Yes","15-147D","NoConflict","Trained","XI",3,"CA3","trained","slice photos","","","7/29/15","11:21","MK","RMH","300",500,"Centered on cell layer","","","75",75,68,"",""
"346","Training + Training","15-147C","Good","Yes","15-147D","NoConflict","Trained","XJ",4,"CA3","trained","slice photos","","","7/29/15","11:21","MK","RMH","300",500,"Centered on cell layer","","","72",NA,NA,"",""
"347","Training + Training","15-147C","Good","Yes","15-147D","NoConflict","Trained","XK",2,"CA1","trained","slice photos","","","7/29/15","11:21","MK","RMH","300",500,"Centered on cell layer","","","78",NA,NA,"",""
"348","Training + Training","15-147C","Good","Yes","15-147D","NoConflict","Trained","XL",3,"CA1","trained","slice photos","","","7/29/15","11:21","MK","RMH","300",500,"Centered on cell layer","","","75",75,66,"",""
"349","Training + Training","15-147C","Good","Yes","15-147D","NoConflict","Trained","XM",4,"CA1","trained","slice photos","","","7/29/15","11:21","MK","RMH","300",500,"Centered on cell layer","","","72",NA,NA,"",""
"350","Training + Training","15-147C","Good","Yes","15-147D","NoConflict","Trained","XN",2,"CA2","trained","slice photos","","","7/29/15","11:21","MK","RMH","300",500,"Centered on cell layer","","","78",NA,NA,"",""
"351","Training + Training","15-147C","Good","Yes","15-147D","NoConflict","Trained","XO",3,"CA2","trained","slice photos","","","7/29/15","11:21","MK","RMH","300",500,"Centered on cell layer","","","75",75,67,"",""
"352","Training + Training","15-147C","Good","Yes","15-147D","NoConflict","Trained","XP",4,"CA2","trained","slice photos","","","7/29/15","11:21","MK","RMH","300",500,"Centered on cell layer","","","72",NA,NA,"",""
"353","Training + Training","15-147C","Good","Yes","15-147D","NoConflict","Trained","XQ",2,"CA4","trained","slice photos","","","7/29/15","11:21","MK","RMH","300",500,"Centered on cell layer","","","78",NA,NA,"",""
"354","Training + Training","15-147C","Good","Yes","15-147D","NoConflict","Trained","XR",3,"CA4","trained","slice photos","","","7/29/15","11:21","MK","RMH","300",500,"Centered on cell layer","","","75",75,69,"",""
"355","Yoked + Conflict","15-143B","Good","Yes","15-143A","Conflict","Yoked","JN",1,"CA4","yoked to conflict","","","","7/9/15","","MK","RMH","350",250,"Centered on cell layer","","","",NA,NA,"",""
"356","Yoked + Conflict","15-143B","Good","Yes","15-143A","Conflict","Yoked","JO",2,"CA4","yoked to conflict","","","","7/9/15","","MK","RMH","350",250,"Centered on cell layer","","","",NA,NA,"",""
"357","Yoked + Conflict","15-143B","Good","Yes","15-143A","Conflict","Yoked","JP",3,"CA4","yoked to conflict","","","","7/9/15","","MK","RMH","350",250,"Centered on cell layer","","","",NA,NA,"",""
"358","Yoked + Conflict","15-143B","Good","Yes","15-143A","Conflict","Yoked","JQ",3,"CA3","yoked to conflict","","","","7/9/15","","MK","RMH","350",250,"Centered on cell layer","","","",NA,NA,"",""
"359","Yoked + Conflict","15-143B","Good","Yes","15-143A","Conflict","Yoked","JR",2,"CA3","yoked to conflict","","","","7/9/15","","MK","RMH","350",250,"Centered on cell layer","","","",NA,NA,"",""
"360","Yoked + Conflict","15-143B","Good","Yes","15-143A","Conflict","Yoked","JS",1,"CA3","yoked to conflict","","","","7/9/15","","MK","RMH","350",250,"Centered on cell layer","","","",NA,NA,"",""
"361","Yoked + Conflict","15-143B","Good","Yes","15-143A","Conflict","Yoked","JT",1,"CA2","yoked to conflict","","","","7/9/15","","MK","RMH","350",250,"Centered on cell layer","","","",NA,NA,"",""
"362","Yoked + Conflict","15-143B","Good","Yes","15-143A","Conflict","Yoked","JU",2,"CA2","yoked to conflict","","","","7/9/15","","MK","RMH","350",250,"Centered on cell layer","","","",NA,NA,"",""
"363","Yoked + Conflict","15-143B","Good","Yes","15-143A","Conflict","Yoked","JV",3,"CA2","yoked to conflict","","","","7/9/15","","MK","RMH","350",250,"Centered on cell layer","","","",NA,NA,"",""
"364","Yoked + Conflict","15-143B","Good","Yes","15-143A","Conflict","Yoked","JW",3,"CA1","yoked to conflict","","","","7/9/15","","MK","RMH","350",250,"Centered on cell layer","","","",NA,NA,"",""
"365","Yoked + Conflict","15-143B","Good","Yes","15-143A","Conflict","Yoked","JX",2,"CA1","yoked to conflict","","","","7/9/15","","MK","RMH","350",250,"Centered on cell layer","","","",NA,NA,"",""
"366","Yoked + Conflict","15-143B","Good","Yes","15-143A","Conflict","Yoked","JY ",1,"CA1","yoked to conflict","","","","7/9/15","","MK","RMH","350",250,"Centered on cell layer","","","",NA,NA,"",""
"367","Yoked + Conflict","15-143B","Good","Yes","15-143A","Conflict","Yoked","JZ",1,"DG","yoked to conflict","","","","7/9/15","","MK","RMH","350",250,"Centered on cell layer","","","",NA,NA,"",""
"368","Yoked + Conflict","15-143B","Good","Yes","15-143A","Conflict","Yoked","KA",2,"DG","yoked to conflict","","","","7/9/15","","MK","RMH","350",250,"Centered on cell layer","","","",NA,NA,"",""
"369","Yoked + Conflict","15-143B","Good","Yes","15-143A","Conflict","Yoked","KB",3,"DG","yoked to conflict","","","","7/9/15","","MK","RMH","350",250,"Centered on cell layer","","","",NA,NA,"",""
"370","Yoked + Conflict","15-144B","Good","Yes","15-144A","Conflict","Yoked",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",""
"371","Yoked + Conflict","15-145B","Good","Yes","15-145A","Conflict","Yoked","OL",1,"CA2","yoked to conflict","slice photos","","photos","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","75",75,27,"",""
"372","Yoked + Conflict","15-145B","Good","Yes","15-145A","Conflict","Yoked","OM",2,"CA2","yoked to conflict","slice photos","","photos","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","77",NA,NA,"",""
"373","Yoked + Conflict","15-145B","Good","Yes","15-145A","Conflict","Yoked","ON",3,"CA2","yoked to conflict","slice photos","","photos","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","74",NA,NA,"",""
"374","Yoked + Conflict","15-145B","Good","Yes","15-145A","Conflict","Yoked","OP",1,"CA1","yoked to conflict","slice photos","","photos","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","75",75,26,"",""
"375","Yoked + Conflict","15-145B","Good","Yes","15-145A","Conflict","Yoked","OQ",2,"CA1","yoked to conflict","slice photos","","photos","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","77",NA,NA,"",""
"376","Yoked + Conflict","15-145B","Good","Yes","15-145A","Conflict","Yoked","OR",3,"CA1","yoked to conflict","slice photos","","photos","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","74",NA,NA,"",""
"377","Yoked + Conflict","15-145B","Good","Yes","15-145A","Conflict","Yoked","OS",1,"CA3","yoked to conflict","slice photos","","photos","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","75",75,28,"",""
"378","Yoked + Conflict","15-145B","Good","Yes","15-145A","Conflict","Yoked","OT",2,"CA3","yoked to conflict","slice photos","","photos","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","77",NA,NA,"",""
"379","Yoked + Conflict","15-145B","Good","Yes","15-145A","Conflict","Yoked","OU",3,"CA3","yoked to conflict","slice photos","","photos","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","74",NA,NA,"",""
"380","Yoked + Conflict","15-145B","Good","Yes","15-145A","Conflict","Yoked","OV",1,"DG","yoked to conflict","slice photos","","photos","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","75",75,30,"",""
"381","Yoked + Conflict","15-145B","Good","Yes","15-145A","Conflict","Yoked","OX",2,"DG","yoked to conflict","slice photos","","photos","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","77",NA,NA,"",""
"382","Yoked + Conflict","15-145B","Good","Yes","15-145A","Conflict","Yoked","OY",3,"DG","yoked to conflict","slice photos","","photos","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","74",NA,NA,"",""
"383","Yoked + Conflict","15-145B","Good","Yes","15-145A","Conflict","Yoked","OZ",1,"CA4","yoked to conflict","slice photos","","photos","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","75",75,29,"",""
"384","Yoked + Conflict","15-145B","Good","Yes","15-145A","Conflict","Yoked","PA",2,"CA4","yoked to conflict","slice photos","","photos","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","77",NA,NA,"",""
"385","Yoked + Conflict","15-145B","Good","Yes","15-145A","Conflict","Yoked","PB",3,"CA4","yoked to conflict","slice photos","","photos","7/18/15","","MK","RMH","300",250,"Centered on cell layer","","","74",NA,NA,"",""
"386","Yoked + Conflict","15-146B","Good","Yes","15-146A","Conflict","Yoked","QN",1,"CA3","yoked to conflict","slice photos","","photos","7/23/15","10:30","MK","RMH","300",250,"Centered on cell layer","","","69",NA,NA,"",""
"387","Yoked + Conflict","15-146B","Good","Yes","15-146A","Conflict","Yoked","QO",2,"CA3","yoked to conflict","slice photos","","photos","7/23/15","10:30","MK","RMH","300",250,"Centered on cell layer","","","75",75,48,"",""
"388","Yoked + Conflict","15-146B","Good","Yes","15-146A","Conflict","Yoked","QP",3,"CA3","yoked to conflict","slice photos","","photos","7/23/15","10:30","MK","RMH","300",250,"Centered on cell layer","","","76",NA,NA,"",""
"389","Yoked + Conflict","15-146B","Good","Yes","15-146A","Conflict","Yoked","QQ",4,"CA3","yoked to conflict","slice photos","","photos","7/23/15","10:30","MK","RMH","300",250,"Centered on cell layer","","","74",NA,NA,"",""
"390","Yoked + Conflict","15-146B","Good","Yes","15-146A","Conflict","Yoked","QR",1,"CA4","yoked to conflict","slice photos","","photos","7/23/15","10:30","MK","RMH","300",250,"Centered on cell layer","","","69",NA,NA,"",""
"391","Yoked + Conflict","15-146B","Good","Yes","15-146A","Conflict","Yoked","QS",2,"CA4","yoked to conflict","slice photos","","photos","7/23/15","10:30","MK","RMH","300",250,"Centered on cell layer","","","75",75,49,"",""
"392","Yoked + Conflict","15-146B","Good","Yes","15-146A","Conflict","Yoked","QT",3,"CA4","yoked to conflict","slice photos","","photos","7/23/15","10:30","MK","RMH","300",250,"Centered on cell layer","","","76",NA,NA,"",""
"393","Yoked + Conflict","15-146B","Good","Yes","15-146A","Conflict","Yoked","QU",4,"CA4","yoked to conflict","slice photos","","photos","7/23/15","10:30","MK","RMH","300",250,"Centered on cell layer","","","74",NA,NA,"",""
"394","Yoked + Conflict","15-146B","Good","Yes","15-146A","Conflict","Yoked","QV",1,"CA2","yoked to conflict","slice photos","","photos","7/23/15","10:30","MK","RMH","300",250,"Centered on cell layer","","","69",NA,NA,"",""
"395","Yoked + Conflict","15-146B","Good","Yes","15-146A","Conflict","Yoked","QW",2,"CA2","yoked to conflict","slice photos","","photos","7/23/15","10:30","MK","RMH","300",250,"Centered on cell layer","","","75",75,47,"",""
"396","Yoked + Conflict","15-146B","Good","Yes","15-146A","Conflict","Yoked","QX",3,"CA2","yoked to conflict","slice photos","","photos","7/23/15","10:30","MK","RMH","300",250,"below cell layer","","","76",NA,NA,"",""
"397","Yoked + Conflict","15-146B","Good","Yes","15-146A","Conflict","Yoked","QY",4,"CA2","yoked to conflict","slice photos","","photos","7/23/15","10:30","MK","RMH","300",250,"Centered on cell layer","","","74",NA,NA,"",""
"398","Yoked + Conflict","15-146B","Good","Yes","15-146A","Conflict","Yoked","QZ",4,"CA2","yoked to conflict","slice photos","","photos","7/23/15","10:30","MK","RMH","300",250,"Centered on cell layer","","","74",NA,NA,"",""
"399","Yoked + Conflict","15-146B","Good","Yes","15-146A","Conflict","Yoked","RA",1,"CA1","yoked to conflict","slice photos","","photos","7/23/15","10:30","MK","RMH","300",250,"Centered on cell layer","","","69",NA,NA,"",""
"400","Yoked + Conflict","15-146B","Good","Yes","15-146A","Conflict","Yoked","RB",2,"CA1","yoked to conflict","slice photos","","photos","7/23/15","10:30","MK","RMH","300",250,"Centered on cell layer","","","75",75,46,"",""
"401","Yoked + Conflict","15-146B","Good","Yes","15-146A","Conflict","Yoked","RC",3,"CA1","yoked to conflict","slice photos","","photos","7/23/15","10:30","MK","RMH","300",250,"Centered on cell layer","","","76",NA,NA,"",""
"402","Yoked + Conflict","15-146B","Good","Yes","15-146A","Conflict","Yoked","RD",4,"CA1","yoked to conflict","slice photos","","photos","7/23/15","10:30","MK","RMH","300",250,"Centered on cell layer","","","74",NA,NA,"",""
"403","Yoked + Conflict","15-146B","Good","Yes","15-146A","Conflict","Yoked","RE",1,"DG","yoked to conflict","slice photos","","photos","7/23/15","10:30","MK","RMH","300",250,"Centered on cell layer","","","69",NA,NA,"",""
"404","Yoked + Conflict","15-146B","Good","Yes","15-146A","Conflict","Yoked","RF",2,"DG","yoked to conflict","slice photos","","photos","7/23/15","10:30","MK","RMH","300",250,"Centered on cell layer","","","75",75,50,"",""
